,Rating,Date,Review
186,1,"Sep 2, 2012","Every single B line train I've tried to take this past week has been a 20 minute wait, and considering people were already at the stop, I can only add the assumed time they were waiting to the tally.On top of that, every single train went express after I got on it. One time the guy at Harvard Ave. in the truck even tried to get me to pay again to get on the next train after the previous one went express.Hahahahaha. No, sorry, it's not just that we live here. It's not. NYC and Japanese train lines deal with much more volume: train-wise and people-traffic wise. The MBTA is simply poorly run and scheduled."
187,1,"Aug 22, 2012","I can not possibly FATHOM how someone could give the MBTA 5 stars.....they must be referring to another MBTA somewhere...This is not the MBTA I know of dating back to the good ole token days....1) a few nights ago the 11:26 pm B train (3606A) going outbound from pleasant street doesn't stop for me while I'm at the rear car area of the platform. The driver looks directly at me as he drives by. I take this train nightly from work so I know it's another 25 minutes until the next train and it's raining slightly. Being that I work in a gym: I run past the train and get on at Packard's Corner.The driver says to me I wasn't on the platform, so just get on the train and stop complaining. I asked how he knew I wasn't on the platform if he knew where I ran from? He then refused to give me his driver I.D. number. This is absolutely ridiculous, and this crap happens almost daily.2)This morning the train is 20 minutes late, and when we get to Packard's Corner it apparently is going express: but the driver DOES NOT make an announcement. The other passengers are left to ""telephone line"" it to the back of the train. The driver then starts getting pissy and I confront him asking how he thought this was the riders' fault and not one of the MBTA? Then he closes the door on my face.3)I have COUNTLESS memories of: doors closing on my face while I'm on the platform, trains going express w/o announcements, trains/ busses being severely late. I remember for instance the last snowstorm we had. I was on the 57 coming around the Union Square corner in Allston. The bus has maybe 5 people on it, in a very heavy snowstorm. The bus did not stop from St. Elizabeth's Until Harvard Ave @ Brighton. I saw ~20 people in total standing outside including elderly, people with strollers, students with backpacks. This is not an isolated case.I've voiced several complaints and have never received much at all aside from ""there are delays.""5 stars? Who paid that reviewer? Ask any one in Boston about a review for the MBTA. I would gladly bump it up to 2 stars if the MBTA hadn't simultaneously cut services while hiking the fare.MBTA= Mostly Bad Transportation Assistance*p.s. this was posted on another MBTA page...I do not understand why there are so many MBTA pages...*"
188,2,"May 28, 2007","I bitch a lot about the New York subway, but after spending some time in Boston I realize we actually have it pretty easy in the Big Apple. First, the price of the Boston subway is outrageous. It recently jumped from $1.25, which was reasonable, to $2, which is a total ripoff. For your information, a subway ride in NYC is also $2, but there are over 20 subway lines and you get two rides for free when you buy 10. In Boston where there are about 5 lines $2 seems hardly justified.Second, the subway doesn't run at night... this may seem like a small point, but it pretty much means you have to pay for a cab ride if you want to stay out after 12am... ridiculous and incredibly annoying.Third, it really isn't very reliable. I have been stuck between stations for 30 minutes before, and I am not exaggerating. ""We are momentarily being held by traffic ahead of us""... this works for a few minutes, but after half an hour without any serious explanation or even an estimate of how long we're being delayed I start getting the urge to smash people's heads with a baseball bat, and I am the most laid-back and cool-headed guy you'll ever meet. Seriously, it would be faster to walk! What saves it is the relative cleanliness of the stations, although the trains at the end of the day are so littered you have to watch your step... Is it really too difficult to pick up your trash when you go?"
189,3,"Jun 23, 2006","Complain all you want, the T is better public transportation than is available to most people in the United States.  It needs improvement -- maintenance is long deferred, communication suffers from a clear lack of guiding leadership philosophy on the subject (namely that it's important), and the system suffers from design flaws owing to the unavoidable realities of its history.  But let's not go around whining too much.  Go try living in the suburbs without a car sometime and tell me how bad dealing with the T is by comparison. The T's biggest problems stem from how the state funds it.  Right now the T carries the highest debt load of any transit agency in the country, a result of fiscal restructuring imposed upon it in 2000 by the legislature.  It cannot expand any more, it cannot run later hours, it cannot avoid fare increases, and it ultimately cannot continue to operate if this condition doesn't change. So it's in your hands.  If you think the T sucks, well, it's because you're not going to your legislator to tell him/her to end the debt burden and allow the T breathing room.  You have to remember, a lousy T means politicians always have a cause to champion for you -- they're never going to change anything unless you pressure them to.  I know, I know, first they want you to vote, and now you have to actually do something.  Being an adult in a democracy's a bitch, ain't it?    Bottom line = The T is pretty good, should be much better, and is going to get much worse soon unless you do something about it."
190,2,"Nov 23, 2012","Dear MBTA, Like many other reviewers have already stated, the MBTA is clean, affordable, has the ever so famous Charlie Card, and runs to many major stops within the city and its suburbs...good job. You've been awarded two stars.But what makes this transportation system stuck in the stone age is the huge annoyance of the trains shutting down at midnight, especially on weekends before bars close. I haven't read up on why this is still in effect (as I'm sure it has been hotly debated), but it seems absolutely nonsensical to everyone who lives outside of Boston. Bars close at 2; subways close at midnight. It isn't rocket science. Not having the commuter rail at night means more drunk driving. Most of us do not feel like paying the creepy chain-smoking cabbies $100 to drive us home, especially when there's a commuter rail stop within our town. And we wonder why there are so many accidents on i93...So do us all a favor MBTA and my beloved city, and end the frustrating arguments between my friends and I about who will be the DD, if it's worth it to drive into Boston, if we should go to that crappy townie bar or not, and if men have the ability to develop breast milk. Make yourself the accessible bar city that it used to be and you will have your three stars. Thank you,Annoyed South Shore Resident"
191,1,"Feb 6, 2019","I wish I could give ZERO stars. The MBTA is a disgrace to the state of Massachusetts. I have been logging complaints about ONE bus driver since September 2018, who blatantly disrespects us CUSTOMERS, by showing up late to the bus stop (after the posted departure time on every posted schedule possible) and then parks the bus to take a 10-15 minute bathroom break. My son who relies on this said bus, is Tardy to school EVERY single day, but whoooooooooo cares, right? You want these children to be positive, active, SUCCESSFUL members of the community, yet you show them that people can waste their time and function on their own accord, without any regard to others? If my son skips school because his bus has him waiting in the cold, he's a bad kid, right? Never mind that he shows up EARLY to be responsible and HE is the child. The MBTA operates because WE pay for it! That bus driver has a job, because of US... but he gets to not do his job properly and still receive a paycheck? But mine should be compromised because you have poor disciplinary policies and I am showing up to work late? My son gets punished for showing up to school late, but a grown man gets to walk around like he is invincible? Oh, but the solution is WE should find another route? Why should we be inconvenienced instead of your company DOING IT'S JOB! I will forever not recommend ANY single human being to takethe MBTA, or offer support. How incredibly unfortunate for those who have no choice. Absolutely ridiculous."
192,1,"Apr 7, 2011","I have been to many developing nations that have a more reliable transportation system. What is the issue? Unions? Bureaucracy? The ""T"" is a joke. There should be some serious boycotts leading to Privatization."
195,2,"May 4, 2012","The STAFF IS NOWHERE TO BE FOUND IN MANY STATIONS. Even if they do stand around, they must be hiding, like Arlington street or Boylston Street, where more tourists and new migrants crowd the areas during the weekends than other residential stops.MBTA somehow expired two of our Charlie Cards with no notice, and when we were told to send our cards to their Revenue office, 10 Plaza Street, they sent us a faulty one that won't even show the credit, and we ended up buying two more cards next time we used MBTA. Then, when we contacted MBTA Revenue office again, They gave no apology for any inconvenience. By any human error and machine error, it took over a month and 5 charlie cards and 4 mail postage and  my time. It is so not worth all the inconvenience.AS FOR SERVICES, they never mob the floors on the trains, or sanitize the handles and seats. I often see them as union workers as they never work with passion at any station.The shabby tracks are another matter. I think wrong people are running the business and this is a typical sign of poor controls. New overseeing government is necessary to change these. They don't even think of BENCHMARKING some of excellent operations of other major cities and some of other countries's  advanced systems to improve our services. MBTA simply raises the fares."
196,1,"Apr 7, 2019","Very inconsistent, overcharges, takes advantage of the people who rely on it for daily life, would absolutely not recommend."
197,4,"May 12, 2012","I came to this review from an article on BostonInnovation on Facebook about the T's bad reviews.It's true that our MBTA isn't as brand new as the DC Metro (for which I sometimes feel I'm underdressed, it's so nice) but there are a lot of tools to help you with the T.  If you live in Boston, you shouldn't take the T like a tourist.As to scheduling on the buses, there are apps for your iPhone or Droid called ""NextBus"" which is a geo-location app notifying you about the arrival of the next transport with up to the minute data.  Also, the Silver Line has been pretty reliable, and I sometimes take the Number 9 bus to Southie and no problems.I should add as a caveat that I am not a daily user.  Probably 15x a month.  I could see how frustrations would grow.  But remember, do not compare the T to private transport.  It is public, and as such, you do have to be with the public.  There's nothing the T can do about  Boston's public...unfortunately."
198,2,"Mar 12, 2012","My two star rating has nothing to do with the proposed service cuts or fare hikes. If you look at other transit systems across the country, they are looking at the same problems.My rating is based on the services, or lack of them, especially, the train service, here in Central MA.First, there is no service available to the western part of the state and the service east towards Boston is nothing to be proud of.Having grown up essentially in the central part of Long Island, I am used to much better, 24 hour service, something the MBTA will probably never deliver."
199,4,"Jan 7, 2016","First of all, people need to realize that the MBTA was the First Subway in America! Thats right folks. Therefore a lot of the infrastructure today is still based off of the old trolley lines (green line). Each line really deserves its own rating as they all have their quirks and downsides.Green Line: ""The first and the worst."" The part from Park Street to Boylston was the first subway in the entire country!  The trains come very often but its always crowded and very slow. In fact it is now the most crowded Light Rail system in the entire world! The stations are confusing and the trains stop like every 50 feet to wait for a signal to change.I love taking visitors on it is and watching their confusion as it makes awful screeching noises as it winds around very tight turns underground! :)Red Line: ""The Powerhouse of the MBTA"". This line is the mitochondria of the MBTA. Its fairly clean and efficient and comes pretty often. Yes, there are occasional signal problems but its more reliable than the other lines. This is because it is one of the ""newer"" lines built by the mbta (still pretty old though) and was designed as a subway system to begin with, not a trolley system.Orange Line: ""The great depression--a ride-along journey"". This line is pretty sketch. In fact the most sketchy of all the lines. Trains are very very old and do not come very often (every 15 minutes). Trains are crowded, stations smell terrible. I am a guy and would also not want to travel on this line at night alone. Also there's the fact that there were like 3 fires on it one year that makes me hesitant to take it :)Blue Line: ""Who even takes this?"" Its empty, clean and efficient. The tunnel on the harbor to the airport was dug by hand back in the 1900's or something. Its impressive.  Also the airport station is not at the airport--you must take a bus to the airport."
200,3,"Aug 27, 2008","You guys are so spoiled. Come to Philly and take SEPTA, then you'll know what bad public transit really is. My dad always complains that the MBTA, ""is so dirty and slow and there are homeless people all over the place, blah blah blah..."" In Philly, he had to take the orange line to my graduation and I swear to god it practically TRAUMATIZED him. He still talks about the horrible experience and asks if it has improved at all and if  we still use tokens (no and yes).You could eat off the floor of a Boston trolley compared to what we have here. Still, I give the MBTA three stars because I remember what it was like to leave work and cram into a hot D line trolley filled with smelly Sox fans who totally could have gotten off at Kenmore but don't feel like walking the extra couple blocks because they're too fat and lazy and oh my god their kids are so annoying, ect. Also, what's with the new trolleys that have like a mile of empty space in the middle with nothing to hold on to? I really hope they have gotten rid of those. There is room for improvement, no doubt, but this is not the worst of the worst."
201,1,"Mar 20, 2016","MBTA is an absolute shame, the commuter rail from Worcester/Boston is absolutely filthy. I use the train daily and every single seat is sagging. Some conductors are nice other are ok and others just seem like they are up for a fight. The people who make announcement sound straight out of the ghetto. I mean cmon people like cant you even make a decent announcement about taking the cell phones out?Wifi is terrible, trains are slow, saggy seats, almost 11$ a ticket one way, poor staff and customer service, trains have issues every other day, from being late to electric, to engine power issues. I have waited on few stops almost good 20 min. cuz the engine gave up.I think it is time to for some competition to come up because MBTA is totally ripping off american people!"
202,5,"Nov 14, 2011","We bought the 7 day pass on our trip to Boston. A one way costs $2, 1 day is $9, and 7 days is $15. We figured that the best value would be to buy the 7 day pass even though we were only going to use the train for 2 days. You can buy the train passes at all the subway stops. Let me tell you.... it was the best decision ever! Boston is small and everything is close. When I say close, I mean, within 2-3 stops from each other. If you've taken the Chicago CTA or the transit system in NY, Boston's train system is a walk in the park! Signs were posted and we didn't get lost at all. If we come back to Boston in the future, we will be taking the train everywhere. The only downside is that they stop running at 12:30am. Other than that, I think it's the best way to get around Boston on a budget. It's quick and cheap. Can't beat it."
203,3,"Feb 26, 2019","While I very much appreciate public transit, and that we have the T, twice this past month the driver of the 59 bus drove right by me as I waved like an frantic idiot to get him to pick me up at the bus stop. Bus drivers need to pay attention to potential riders as they pass a stop (especially in subzero temperatures) and MBTA could install some lighting at their stops to make passengers easier to see when it is dark. Several others have told me this happened to them as well."
204,4,"Nov 13, 2009","During my stay in Boston, I split my time walking, taking the T and cabbing it. I walked whenever I could which caused me to be tired and try the T. And when that wasn't running, I cabbed it. Of the three options, I liked the T best.It was cheap.It was fast.It was entertaining. Walking to a stop always felt like an adventure. Would the machine today be finicky? Take debit but not credit card? Take credit card but not debit? How about cash? Oh, not this machine. It was a death match between me and the machines. Sometimes they were wily but I was more clever. No debit card? Fine. Let's try the credit card. Oh ho! You don't want to take that either? I got cash! I've outsmarted you, you awful machine!Other than that, the system was pretty self-explanatory. The rides are $2 a ride. If you got on the wrong one (i.e. inbound instead of outbound), you could always ask someone where the next next stop was so you can switch over. I took mostly the red line which I found smooth. The green was slower and curved a lot. I felt imminent sickness coming about. But once I took the orange all the way out to go visit the Sam Adams Brewery. Lastly, we took the silver line to the airport. Apparently this was a bus instead of the subway. Okiedoke.All rides were uneventful except during rush hour. The conductor was yelling at people the whole time not to lean on the doors and not to hold them. I would think people wouldn't want to fall out or lose limbs. Hm.I think next time I'd buy a week long pass though. I managed to spend about $22 for the T for just a few short days. Then again, it is cheaper than cabbing it."
207,2,"Jan 16, 2011","I was ready to look past the late trains, the buses that don't show up, the all around general dirtiness of the subway.  I mean...you can't have it all, right?  But come on...when your trains stop running at least have the sense to tell the riders what is going on instead of dropping them off in sub-zero temperatures for over 30 minutes with no idea what is happening.  This is how riots are started!Their Charlie Card auto renewal is a mess.  I signed up for it and after three months of having the money withdrawn from my account, but being told ""Not enough value"" whenever I tried to swipe my card, I gave up on that idea.  My tip to you is just renew with the machines at the stations.Also...when I first moved to Boston, I actually believed the T driver when he said that a train was directly behind this one.  Yeah, after waiting 20 minutes for the next train I never fell for that one again!  Ugh there's so much more that I can say, but I'll end with telling the MBTA that it is possible to run 24-hour train/bus service.  Stopping by 1am?!  Get real.  Do they have some sort of deal with the cab companies in Boston?"
208,1,"May 12, 2012",review for the websiteIf I could give it a 0 right now I would!The commuter rail schedule is extremely misleading.  When you go on the schedule website for Saturday and Sunday from Middleboro it still has the times.  My 69 year old mother was waiting for the 8:22 train (along with 8 other people who obviously did not know there was no train service on the weekends). Even when you go on that site it says NO SERVICE UPDATES AT THIS TIME.  I beg to differ this is a website to show the schedule and clearly there is a schedule change!  Unless you click on the Middleboro hyperlink and THEN click on another link for advisories you would not know there was suspended service.  I am irate at how misleading this website is!!  How hard is it to take the times off the schedule since they obviously mean nothing!!!!
209,2,"Feb 13, 2015","Poor customer service expediting phone calls. No one answering the phone.Forgot about people looking for simple validation with questions not answeredby looking at schedules that are incomplete  information. i.e. how long ittakes to get from that destination to another?  Bad computer software that shouldallow you to estimate arrival by putting in starting and ending destinations. Director needs to retire after that rant about storms. All she had to say we are doing ourbest with the unusual and nasty weather patterns, period.   People understand, and if you are stuck, you're stuck. period.  We cannot control the weather folks. She answers questions that can't be answered and then does not make sure theones who CAN answer are not there to respond. (customer service, more jobs) duh sounds dysfunctional."
210,2,"Sep 4, 2007","I loathe public transportation but I can't live without it.  I have witnessed the growing pains of The T for years from the age of 5, crawling under the turnstile since my fare was free, to this past weekend where I had the pleasure of riding for an hour from the orange line to Harvard square for the grossly-inflated fare of $1.70.  I don't think much has changed nor has service improved but prices have certainly risen.  I yearn for those years in the not-too-distant past that it was $0.85 per ride.I think that all the lines with the exception of the above-ground green line trains are fairly dependable (you miss one then you know it's abut a 15 minute wait).  Last train is a little after midnight so it's not an option if you plan on a late night.The system is fairly straightforward for it's easy to navigate as a visitor or a new transplant.  I would avoid hopping on the T as much as possible - for many locales, it's faster to walk than take the T. My biggest criticism besides the standard uncleanliness and undependability (where you're stuck on a stalled car for what feels like an eternity) that you would expect from any public transportation system no matter how great it is, is that the hours and frequency of the trains is subpar.  Unfortunately, it's a chicken or the egg situation.  The volume of ridership won't increase without such improvements and without increased ridership,  the MBTA lacks the funds to increase train capacity and frequency.  Whenever I return to Boston, I find myself pondering whether I should drive in or take the T.  Then I think back to those times I was stuck on Comm Ave on winter nights, icicles forming on my eyelashes waiting for an inbound train that wouldn't show up for 25 minutes.  Or those times I was stuck in unventilated Park Street station unable to get on a train because they were all full....each and every one, one after the next.  Or those times in high school after finishing up extra-curricular activities and waiting for the bus in the evening, only for the bus to drive right past me and my friends as if we weren't all congregated under the bus stop sign and waving our hands feverishly for it to stop.  9 times out of 10 I just drive because it just isn't worth the risk of getting screwed by the MBTA."
211,3,"Apr 8, 2006","At the time of writing I live closest to Kenmore station. Heading downtown I can catch a B, C or D line FAST and during commute hours, I usually don't have to wait more than 2 minutes to hop on a subway car. There is a caveat to the increased number of trains running durring rush hour, though, and that is that the cars stop often inbetween stations - I guess their tunnels get ""rush hour traffic"" too, so more trains but long ride times from destination to destination. There needs to be a way to stay on a subway car and go from the Back Bay area across to Cambridge without switching to a bus. It takes me an HOUR to get from Kenmore to Alewife during rush hour, and I can easily ride my bike 5 miles almost as the crow flies in less time. Going all the way downtown to the Park Street stop to get on the Red Line outbound to Cambridge is really obnoxious. It's like travelling in the shape of a horseshoe to get from Back Bay to west Cambridge. Probably a crossing subway at the Mass Ave bridge could work. It's cheaper than having a car but at times it's simply less of a hassle to ride a bike somewhere instead of taking the subway.. Some of the stations are clean and gorgeous. Others are dirty beyond belief. Ruggles? Roxbury Crossing? Blue line? Kenmore...yuck. Spend enough time in Park Street and you'll end up smelling like exhaust. Gross."
212,4,"Jan 28, 2008","it seems some folks here in Boston don't appreciate or especially enjoy the MBTA.  Well, try living in a giant city that completely lacks public transportation of any substance.  That means constant driving, financial overhead of car care, caring about gas price fluctuation, flat tires, and bum nights when you draw short straw and end up the designated driver. . . again.  Public transportation means that you and all your friends get to drink every time.  No one ever has to be sober and ruin the night with their sober-talk.MBTA: gettin' Brosef, Mr. Brojangles, and the rest of Broston drunk since 1897."
213,1,"Dec 21, 2007","I'm a BIG fan of public transportation, I love it and I think it is necessary for communities. I depend upon it. However, the T is TERRIBLE and has only gotten worse over the decades. It used to be 85 cents for the longest time, can you believe that!?? In a time when Toronto and NYC were $2.50 a ride, our tokens were under a buck. But now, with the Charlie Card, THE CHARLIE CARD, it's draconian and insane. The T is blatantly fucking over tourists. WHY are there 2 different tickets and prices for the T? And why is it so mysterious to obtain a rechargeable card versus the ticket? Why aren't the prices listed on the ticket machine and broken into fares or rides?? Why aren't there transfers?? I accidently went the wrong way from downtown xing and realized it at chinatown and had to buy another ticket just to get to the other platform. Not right!It's not frequent, you wait for ever. The schedule messages aren't even right, don't trust them. Stops running long before the bars close (drunk driving anyone??) and the cars are usually filthy.I wish I could give them negative stars."
214,1,"Jan 29, 2015",During rush hours... trains are over crowded and late. 5-10 mins wait for train causes too many people waiting at the platform thus causing too much crowd and have to fight to get in the train.  MBTA sucks big time. they need to upgrade and have more frequent trains(every 2-3 mins) to avoid crowd. Green Line is the biggest joke... you can probably walk and get to places fast enough than riding Green Line.
215,1,"Jan 25, 2008","MBTA: You fail. Miserably.Sadly, there isn't enough room for me to outline the full litany of my complaints about the T. Due in part to the near-constant state of disrepair, the countless delays, the notorious ""switching problems"" and general unexplained unreliability, this ridiculous operation has, on MULTIPLE occasions, reduced me to tears, cost me large sums of money, made me late for work, and actually caused PHYSICAL HARM to my BODY requiring physical therapy - and I'm still not totally okay. They're appallingly incompetent, and if ANY other company had such disregard and utter CONTEMPT for their customers, they would be kaput in no time. Rather than ranting, I'll offer a SMALL SAMPLE of the MBTA Failures & Incompetence Log I maintained on my iPhone spanning only THREE WEEKS.11/27/07 Clear, dark, 43THREE or more runs of 70/70A were skipped. Bus (70) arrived @ 6:38pm. Waited about 50 minutes. Called MBTA.11/28/07 Clear, dark, 30Bus scheduled to arrive @ 5:58 didn't appear. Last inbound bus seen @ approximately 5:30pm. 70A arrived @ 6:09pm. Waited exactly 16 minutes. Did not call MBTA. CentralSquare schedule for 47 bus lists departure @ 6:40pm, contradicting MBTA.com which lists the time as 6:35pm. Posted schedule alludes to alternate weekday scheduling from late September through June. Bus 'compromised' by departing @ 6:37pm. 11/29/07 9:20AM 40OBSERVED 70A arrival @ 311 Arsenal. TWO 70A buses arrived simultaneously. 11/29/07 11:51AM 42OBSERVED 70A stopping about 100+ feet before bus stop. Riders exited. Bus continued down Arsenal Street, failing to stop for rider waiting at designated bus stop. Rider unsuccessfully attempted to gain driver's attention by flailing arms wildly & shouting while chasing bus. Rider was forced to return to bus stop to wait for next bus. 11/29/07 5:50PM clear, dark, 40 70 bus arrived before scheduled time stated on mbta.com - 5:58pm 11/29/07 6:08pm 40OBSERVED 70 bus traveling in opposite direction -2nd since my arrival at bus stop just before 6pm. Still no sign of next due inbound bus. 11/29/07 6:14pm 39 70A arrived. Driver was friendly and welcoming. CONCLUSION: The 70 bus arrived a full 8 minutes early, while the 70A was late by that exact amount. This bloated the wait time between buses to 300% its usual length - stretched the wait from 8 minutes to 24 minutes! 12/18/07 6:20 - 6:54 pm  28 Waited @ Harvard Station for the 77. When I arrived, about 25 people were already waiting. As our wait time increased, the waiting crowd grew. Called MBTA & was given an excuse of ""holiday traffic congestion"". This is ABSURD considering the 77 runs straight up & down Mass Ave, & I already had seen the surface roads in much more highly-congested areas such as Memorial Drive & Harvard Square, where no abnormal traffic was observed. MBTA representative hung up on me. When 77 finally arrived (after at LEAST 35 minutes), two were sent at once to accommodate more than 100 waiting passengers. Still, both buses were standing-room-only. 12/19/07  9:48am 31 Arlington Center, inbound, Mass Ave@Jason St. Stood directly atop snowbank (as no path was cleared in waist-high snowpiles to allow access from sidewalk to road). Was CLEARLY visible standing closer than one foot to the bus stop sign, however, 79 bus failed to stop to allow me to board. Hence, I continued FREEZING for the next 16 minutes while waiting for another bus to arrive. 12/19/07 6:25-6:52pm 33 Have now been waiting for the 77 bus for 27 minutes @ Harvard Station. Schedule lists the 77 route as leaving Harvard Station every 10 minutes or less at this time of day."
216,3,"Nov 12, 2006","I probably would have given the T 4 stars if it wasn't using that stupid Charlie Ticket system!!!! What's wrong with tokens? They're simple, easy to use, easy to understand, they don't get ripped, it doesn't matter if they get wet or if you spill coffee on them. They take forever to use!!!!I miss the good old days, when people got on, dumped their change/tokens in the box and sat down."
219,2,"Feb 10, 2012","Not that great. Leaves a lot of Boston/Cambridge/Brookline uncovered, and the buses are not very reliable. It sucks having to walk twelve minutes to the station, take a line for ten minutes, wait five minutes for a transfer, get on another line for twelve minutes, then have to walk another eleven minutes to get where you're going, when you could just drive to your destination in ten to fifteen minutes. The T has nothing on the NYC MTA.OH YEAH, IT STOPS RUNNING AT 12AM!! EVEN ON FRIDAY/SATURDAY NIGHTS! WHAT THE SHIT IS THAT?!?"
220,3,"Mar 25, 2012","The MBTA has good public transportation, considering the size of the metropolitan area. It's user-friendly, compared to say, Santa Fe Trails (that has limited hours&didn't have a ticket kiosk back in the '90s) or the Napa Valley Vine (that looks messy, but it does its job) The MBTA is excellent if one doesn't have a car. One can go to various museums (the Institute of Contemporary Art is way off the beaten path), take it across the Charles River to Cambridge, see the sights of Super 88, the Boston University Campus, Beacon Hill, the Mother Church of Christian Science.Public transportation tends to be superior on the East Coast than on the West Coast (or the Southwest) The conductors are friendly, one gets helpful announcements, there are maps, the train cars are clean. Riding the T, one can see how Boston is the Athens of the West because they are oft filled with students taking notes&reading their textbooks. The MBTA goes above&beyond."
221,3,"Feb 21, 2009",Every major city has their transportation issues-coming from NYC the T of Boston has the quaint appeal of an airport tram. The whole inbound/outbound thing gets me confused-15 years ago it cost 85 cents and now it is on par with the $2 of the NYC subway.The map and route and figuring out where you are going is pretty straightforward.
222,1,"Aug 29, 2017","Most of the time, MBTA buses are careful and conscientious.  Not today.  Bus 70, 7:15 pm going west on Western Ave cut in front of the car in front of me.  Then at a stoplight, I go in to the right lane and he cuts me off.  At the next stop light, he stops near the curb and makes it impossible for a bicyclist to go past him.  Total jackass.  Should NOT be on the road."
223,2,"May 16, 2012","The MBTA is the ultimate ""love hate relationship."" Sometimes I walk down the stairs of South Station to find a Red Line waiting for me. More often though I'm stuck out in the rain waiting 45 minutes for a 57 bus to take me home after a Red Sox game. Step up your game MBTA and maybe we can bring our relationship back to a good place."
224,3,"Oct 23, 2007","Ahh, the T... I've spent so much time on the Green Line trying to get into Boston from Riverside...The trains are decently clean and comfortable for public transportation, but they take FOREVER and there aren't nearly enough of them.  Plus, why does everything close down at 1am??  Why can't we stay and party in Boston until 3 in the morning?!I demand a better system with faster trains that run all night - more fitting of a major international city!"
225,1,"Mar 2, 2016",The mbta will never be guilty of excellent customer service at the lost and found dept.
226,2,"Feb 12, 2007","Psst... Do you think the MBTA knows of our despisal towards them?  Then how come it's just not getting through their damn heads to do some improvements!?!!  Everyday I see the workers just hanging around and doing nothing, except talking to their buddies.  Now that we got the automatic card/ticket, why do we need these people?  It's not like they're there to sell tokens.  You'd think they're there to aid anyone who's having trouble buying tickets or are there for security reasons, but I don't think so.  OK, they do help people, but they yell at them!  I've witnessed a few of those things too many times.  I don't want people to be jobless, but why don't you just get rid of these people and stop hiking up the fares from the money you saved?  Or at least people should do their jobs.And why do you need to employ (PAY) guys to individually hand out the Charlie Tickets?  A monkey can hand out the tickets and it'll be more entertaining.  Can't you put it in a box and put up a big sign and commuters will pick them up?"
227,2,"Jun 29, 2008","You suck.But I can't live without you. Things I hate about the T:  You close way to early in this city. Maybe you're just a victim of the greedy politicians of yesteryear and the cab drivers associations, but really at least stay open an hour past the bars close to help out on drunk driving deaths.  80 years ago the modern AC was invented... apparently you had no idea.  Stop breaking down already. WTF!?!  Why are you constintly raising your prices every 9 months like clockwork??  Stop rolling empty trains past me AFTER EVERY GOD DAMN RED SOX GAME!!! You're going to get someone killed if you keep that shit up.Props for the recent face lifts at some of the stations!!  And the Charlie Card really is waaaay more better than tokens.  And the Silver line gets me to the airport hella quick when I need to get my drink on with parting friends!!!You need help MBTA, you need help bad. Figure it out and get back to me. Thanks."
228,3,"Jan 25, 2008","Everyone bitches about every public transportation service in the world.  Honestly, I swear.  I lived in London where the Tube was expensive, but unbelieveably efficient and easy to get around.  Yet people still made up hate songs about the Underground (which were actually pretty amusing, but I digress).I must admit, there are moments when I have to bite my lip to stop from screaming at T drivers (or just the general disembodied entity of the MBTA), but I get around ok most of the time and don't need a car, so....I can't bite the hand that feeds me.  Well, not TOO hard."
231,2,"Apr 8, 2018","My fiancé takes the train everyday and most of the time it does great but you would think on Boston game nights (Bruins, Celtics or Red Sox) they would have trains more frequently....nope. Prepare for normal to longer travel times, even on weekends."
232,3,"Mar 9, 2008","It is an efficient means of public transportation, and if I did not have a car I would totally take it more.However, I do not want an airborne disease so I generally avoid it."
233,2,"Nov 16, 2017","The heat is always blasting, whether it's freezing outside or 80 degrees in the summer. On the Providence Line outbound, conductors don't announce the stops. Some conductors are rude while others value their jobs and are worth every cent they're paid. Sadly, good conductors are few and far between. There's a blonde lady who's a real sweetheart and she's usually taking tickets on the 5:50pm train. Sure the prices are astronomical, but she has a great personality so forking over my hard earned money is slightly less painful when she's in the cart. The wifi is advertised but it barely ever works. Train was an hour late last month because it was raining the night before. If Boston parking wasn't so expensive, I'd probably just drive to work every day. The Canton Junction station is not protected very well from the elements, so it's always important to wait as long as possible to walk from the parking lot to the station's track maze 11/12 of the year. Some of the train carts are new-ish but others are in their 30s like me, the seats are ripped and very saggy. I'm not fat but I feel claustrophobic in these seats. Between parking and train fare it's about $4 cheaper per day using the train as opposed to driving into the city. I've noticed the outbound trains are late more frequently than the inbound ones -- but they're all too late in general. Whether it's 10 minutes or 60, it's not good. People's jobs are dependent on them showing up on time, or at least the scheduled hour of when companies open. The MBTA is the #1 reason I'll never get rid of my vehicle. Why do the prices keep rising?! Neither service nor quality have risen in decades- and they're always cutting stops or widening the time between trains."
234,4,"May 6, 2014","Overall, MBTA does a darn good job keeping Boston moving.  I've been to many other subway cities, but Boston really does well in terms of weather, operations, time, cleanliness and combined service (bus-rail).  Easy to ride to/from the AIrport, and after moving here, I sold both of my Subaru's and bought a Charlie card....I haven't looked back."
